# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-01-19 09:30:57 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01571500 Yellow Breeches Creek near Camp Hill, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01571500
#            TS   parameter     Description
#        122083       00065     Gage height, feet
#        122084       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	122083_00065	122083_00065_cd	122084_00060	122084_00060_cd
USGS	01571500	2021-01-01 08:00	EST	1.37	P	227	P
USGS	01571500	2021-01-01 08:15	EST	1.37	P	227	P
USGS	01571500	2021-01-01 08:30	EST	1.37	P	227	P
USGS	01571500	2021-01-01 08:45	EST	1.37	P	227	P
USGS	01571500	2021-01-01 09:00	EST	1.37	P	227	P
USGS	01571500	2021-01-01 09:15	EST	1.37	P	227	P
USGS	01571500	2021-01-01 09:30	EST	1.37	P	227	P
USGS	01571500	2021-01-01 09:45	EST	1.37	P	227	P
USGS	01571500	2021-01-01 10:00	EST	1.36	P	224	P
USGS	01571500	2021-01-01 10:15	EST	1.36	P	224	P
USGS	01571500	2021-01-01 10:30	EST	1.36	P	224	P
USGS	01571500	2021-01-01 10:45	EST	1.36	P	224	P
USGS	01571500	2021-01-01 11:00	EST	1.36	P	224	P
USGS	01571500	2021-01-01 11:15	EST	1.36	P	224	P
USGS	01571500	2021-01-01 11:30	EST	1.36	P	224	P
USGS	01571500	2021-01-01 11:45	EST	1.36	P	224	P
USGS	01571500	2021-01-01 12:00	EST	1.36	P	224	P
USGS	01571500	2021-01-01 12:15	EST	1.36	P	224	P
USGS	01571500	2021-01-01 12:30	EST	1.35	P	222	P
USGS	01571500	2021-01-01 12:45	EST	1.36	P	224	P
USGS	01571500	2021-01-01 13:00	EST	1.35	P	222	P
USGS	01571500	2021-01-01 13:15	EST	1.36	P	224	P
USGS	01571500	2021-01-01 13:30	EST	1.36	P	224	P
USGS	01571500	2021-01-01 13:45	EST	1.36	P	224	P
USGS	01571500	2021-01-01 14:00	EST	1.36	P	224	P
USGS	01571500	2021-01-01 14:15	EST	1.36	P	224	P
USGS	01571500	2021-01-01 14:30	EST	1.36	P	224	P
USGS	01571500	2021-01-01 14:45	EST	1.36	P	224	P
USGS	01571500	2021-01-01 15:00	EST	1.37	P	227	P
USGS	01571500	2021-01-01 15:15	EST	1.37	P	227	P
USGS	01571500	2021-01-01 15:30	EST	1.37	P	227	P
USGS	01571500	2021-01-01 15:45	EST	1.37	P	227	P
USGS	01571500	2021-01-01 16:00	EST	1.38	P	229	P
USGS	01571500	2021-01-01 16:15	EST	1.38	P	229	P
USGS	01571500	2021-01-01 16:30	EST	1.39	P	232	P
USGS	01571500	2021-01-01 16:45	EST	1.40	P	234	P
USGS	01571500	2021-01-01 17:00	EST	1.41	P	237	P
USGS	01571500	2021-01-01 17:15	EST	1.42	P	239	P
USGS	01571500	2021-01-01 17:30	EST	1.43	P	242	P
USGS	01571500	2021-01-01 17:45	EST	1.44	P	244	P
USGS	01571500	2021-01-01 18:00	EST	1.44	P	244	P
USGS	01571500	2021-01-01 18:15	EST	1.45	P	247	P
USGS	01571500	2021-01-01 18:30	EST	1.44	P	244	P
USGS	01571500	2021-01-01 18:45	EST	1.45	P	247	P
USGS	01571500	2021-01-01 19:00	EST	1.45	P	247	P
USGS	01571500	2021-01-01 19:15	EST	1.45	P	247	P
USGS	01571500	2021-01-01 19:30	EST	1.45	P	247	P
USGS	01571500	2021-01-01 19:45	EST	1.46	P	250	P
USGS	01571500	2021-01-01 20:00	EST	1.49	P	257	P
USGS	01571500	2021-01-01 20:15	EST	1.50	P	260	P
USGS	01571500	2021-01-01 20:30	EST	1.52	P	265	P
USGS	01571500	2021-01-01 20:45	EST	1.51	P	263	P
USGS	01571500	2021-01-01 21:00	EST	1.53	P	268	P
USGS	01571500	2021-01-01 21:15	EST	1.55	P	273	P
USGS	01571500	2021-01-01 21:30	EST	1.58	P	281	P
USGS	01571500	2021-01-01 21:45	EST	1.58	P	281	P
USGS	01571500	2021-01-01 22:00	EST	1.58	P	281	P
USGS	01571500	2021-01-01 22:15	EST	1.57	P	278	P
USGS	01571500	2021-01-01 22:30	EST	1.57	P	278	P
USGS	01571500	2021-01-01 22:45	EST	1.57	P	278	P
USGS	01571500	2021-01-01 23:00	EST	1.58	P	281	P
USGS	01571500	2021-01-01 23:15	EST	1.58	P	281	P
USGS	01571500	2021-01-01 23:30	EST	1.58	P	281	P
USGS	01571500	2021-01-01 23:45	EST	1.59	P	284	P
USGS	01571500	2021-01-02 00:00	EST	1.60	P	286	P
USGS	01571500	2021-01-02 00:15	EST	1.61	P	289	P
USGS	01571500	2021-01-02 00:30	EST	1.62	P	292	P
USGS	01571500	2021-01-02 00:45	EST	1.64	P	297	P
USGS	01571500	2021-01-02 01:00	EST	1.65	P	300	P
USGS	01571500	2021-01-02 01:15	EST	1.68	P	308	P
USGS	01571500	2021-01-02 01:30	EST	1.69	P	311	P
USGS	01571500	2021-01-02 01:45	EST	1.71	P	317	P
USGS	01571500	2021-01-02 02:00	EST	1.73	P	322	P
USGS	01571500	2021-01-02 02:15	EST	1.75	P	328	P
USGS	01571500	2021-01-02 02:30	EST	1.77	P	334	P
USGS	01571500	2021-01-02 02:45	EST	1.78	P	337	P
USGS	01571500	2021-01-02 03:00	EST	1.80	P	342	P
USGS	01571500	2021-01-02 03:15	EST	1.82	P	348	P
USGS	01571500	2021-01-02 03:30	EST	1.84	P	354	P
USGS	01571500	2021-01-02 03:45	EST	1.86	P	360	P
USGS	01571500	2021-01-02 04:00	EST	1.88	P	366	P
USGS	01571500	2021-01-02 04:15	EST	1.90	P	372	P
USGS	01571500	2021-01-02 04:30	EST	1.91	P	375	P
USGS	01571500	2021-01-02 04:45	EST	1.93	P	381	P
USGS	01571500	2021-01-02 05:00	EST	1.94	P	384	P
USGS	01571500	2021-01-02 05:15	EST	1.96	P	390	P
USGS	01571500	2021-01-02 05:30	EST	1.96	P	390	P
USGS	01571500	2021-01-02 05:45	EST	1.97	P	393	P
USGS	01571500	2021-01-02 06:00	EST	1.98	P	396	P
USGS	01571500	2021-01-02 06:15	EST	1.97	P	393	P
USGS	01571500	2021-01-02 06:30	EST	1.96	P	390	P
USGS	01571500	2021-01-02 06:45	EST	1.97	P	393	P
USGS	01571500	2021-01-02 07:00	EST	1.97	P	393	P
USGS	01571500	2021-01-02 07:15	EST	1.95	P	387	P
USGS	01571500	2021-01-02 07:30	EST	1.94	P	384	P
USGS	01571500	2021-01-02 07:45	EST	1.94	P	384	P
USGS	01571500	2021-01-02 08:00	EST	1.93	P	381	P
USGS	01571500	2021-01-02 08:15	EST	1.92	P	378	P
USGS	01571500	2021-01-02 08:30	EST	1.92	P	378	P
USGS	01571500	2021-01-02 08:45	EST	1.90	P	372	P
USGS	01571500	2021-01-02 09:00	EST	1.89	P	369	P
USGS	01571500	2021-01-02 09:15	EST	1.89	P	369	P
USGS	01571500	2021-01-02 09:30	EST	1.89	P	369	P
USGS	01571500	2021-01-02 09:45	EST	1.88	P	366	P
USGS	01571500	2021-01-02 10:00	EST	1.87	P	363	P
USGS	01571500	2021-01-02 10:15	EST	1.87	P	363	P
USGS	01571500	2021-01-02 10:30	EST	1.87	P	363	P
USGS	01571500	2021-01-02 10:45	EST	1.86	P	360	P
USGS	01571500	2021-01-02 11:00	EST	1.86	P	360	P
USGS	01571500	2021-01-02 11:15	EST	1.85	P	357	P
USGS	01571500	2021-01-02 11:30	EST	1.86	P	360	P
USGS	01571500	2021-01-02 11:45	EST	1.85	P	357	P
USGS	01571500	2021-01-02 12:00	EST	1.85	P	357	P
USGS	01571500	2021-01-02 12:15	EST	1.85	P	357	P
USGS	01571500	2021-01-02 12:30	EST	1.85	P	357	P
USGS	01571500	2021-01-02 12:45	EST	1.84	P	354	P
USGS	01571500	2021-01-02 13:00	EST	1.84	P	354	P
USGS	01571500	2021-01-02 13:15	EST	1.85	P	357	P
USGS	01571500	2021-01-02 13:30	EST	1.85	P	357	P
USGS	01571500	2021-01-02 13:45	EST	1.84	P	354	P
USGS	01571500	2021-01-02 14:00	EST	1.85	P	357	P
USGS	01571500	2021-01-02 14:15	EST	1.83	P	351	P
USGS	01571500	2021-01-02 14:30	EST	1.84	P	354	P
USGS	01571500	2021-01-02 14:45	EST	1.84	P	354	P
USGS	01571500	2021-01-02 15:00	EST	1.85	P	357	P
USGS	01571500	2021-01-02 15:15	EST	1.84	P	354	P
USGS	01571500	2021-01-02 15:30	EST	1.83	P	351	P
USGS	01571500	2021-01-02 15:45	EST	1.83	P	351	P
USGS	01571500	2021-01-02 16:00	EST	1.83	P	351	P
USGS	01571500	2021-01-02 16:15	EST	1.83	P	351	P
USGS	01571500	2021-01-02 16:30	EST	1.82	P	348	P
USGS	01571500	2021-01-02 16:45	EST	1.82	P	348	P
USGS	01571500	2021-01-02 17:00	EST	1.82	P	348	P
USGS	01571500	2021-01-02 17:15	EST	1.82	P	348	P
USGS	01571500	2021-01-02 17:30	EST	1.81	P	345	P
USGS	01571500	2021-01-02 17:45	EST	1.81	P	345	P
USGS	01571500	2021-01-02 18:00	EST	1.81	P	345	P
USGS	01571500	2021-01-02 18:15	EST	1.81	P	345	P
USGS	01571500	2021-01-02 18:30	EST	1.80	P	342	P
USGS	01571500	2021-01-02 18:45	EST	1.80	P	342	P
USGS	01571500	2021-01-02 19:00	EST	1.81	P	345	P
USGS	01571500	2021-01-02 19:15	EST	1.81	P	345	P
USGS	01571500	2021-01-02 19:30	EST	1.80	P	342	P
USGS	01571500	2021-01-02 19:45	EST	1.80	P	342	P
USGS	01571500	2021-01-02 20:00	EST	1.80	P	342	P
USGS	01571500	2021-01-02 20:15	EST	1.80	P	342	P
USGS	01571500	2021-01-02 20:30	EST	1.79	P	339	P
USGS	01571500	2021-01-02 20:45	EST	1.79	P	339	P
USGS	01571500	2021-01-02 21:00	EST	1.79	P	339	P
USGS	01571500	2021-01-02 21:15	EST	1.79	P	339	P
USGS	01571500	2021-01-02 21:30	EST	1.79	P	339	P
USGS	01571500	2021-01-02 21:45	EST	1.78	P	337	P
USGS	01571500	2021-01-02 22:00	EST	1.79	P	339	P
USGS	01571500	2021-01-02 22:15	EST	1.78	P	337	P
USGS	01571500	2021-01-02 22:30	EST	1.78	P	337	P
USGS	01571500	2021-01-02 22:45	EST	1.78	P	337	P
USGS	01571500	2021-01-02 23:00	EST	1.78	P	337	P
USGS	01571500	2021-01-02 23:15	EST	1.78	P	337	P
USGS	01571500	2021-01-02 23:30	EST	1.77	P	334	P
USGS	01571500	2021-01-02 23:45	EST	1.77	P	334	P
USGS	01571500	2021-01-03 00:00	EST	1.77	P	334	P
USGS	01571500	2021-01-03 00:15	EST	1.76	P	331	P
USGS	01571500	2021-01-03 00:30	EST	1.76	P	331	P
USGS	01571500	2021-01-03 00:45	EST	1.75	P	328	P
USGS	01571500	2021-01-03 01:00	EST	1.75	P	328	P
USGS	01571500	2021-01-03 01:15	EST	1.75	P	328	P
USGS	01571500	2021-01-03 01:30	EST	1.75	P	328	P
USGS	01571500	2021-01-03 01:45	EST	1.75	P	328	P
USGS	01571500	2021-01-03 02:00	EST	1.75	P	328	P
USGS	01571500	2021-01-03 02:15	EST	1.74	P	325	P
USGS	01571500	2021-01-03 02:30	EST	1.74	P	325	P
USGS	01571500	2021-01-03 02:45	EST	1.73	P	322	P
USGS	01571500	2021-01-03 03:00	EST	1.73	P	322	P
USGS	01571500	2021-01-03 03:15	EST	1.73	P	322	P
USGS	01571500	2021-01-03 03:30	EST	1.73	P	322	P
USGS	01571500	2021-01-03 03:45	EST	1.72	P	319	P
USGS	01571500	2021-01-03 04:00	EST	1.73	P	322	P
USGS	01571500	2021-01-03 04:15	EST	1.73	P	322	P
USGS	01571500	2021-01-03 04:30	EST	1.72	P	319	P
USGS	01571500	2021-01-03 04:45	EST	1.72	P	319	P
USGS	01571500	2021-01-03 05:00	EST	1.72	P	319	P
USGS	01571500	2021-01-03 05:15	EST	1.72	P	319	P
USGS	01571500	2021-01-03 05:30	EST	1.73	P	322	P
USGS	01571500	2021-01-03 05:45	EST	1.72	P	319	P
USGS	01571500	2021-01-03 06:00	EST	1.73	P	322	P
USGS	01571500	2021-01-03 06:15	EST	1.73	P	322	P
USGS	01571500	2021-01-03 06:30	EST	1.73	P	322	P
USGS	01571500	2021-01-03 06:45	EST	1.74	P	325	P
USGS	01571500	2021-01-03 07:00	EST	1.74	P	325	P
USGS	01571500	2021-01-03 07:15	EST	1.75	P	328	P
USGS	01571500	2021-01-03 07:30	EST	1.75	P	328	P
USGS	01571500	2021-01-03 07:45	EST	1.76	P	331	P
USGS	01571500	2021-01-03 08:00	EST	1.75	P	328	P
USGS	01571500	2021-01-03 08:15	EST	1.76	P	331	P
USGS	01571500	2021-01-03 08:30	EST	1.76	P	331	P
USGS	01571500	2021-01-03 08:45	EST	1.77	P	334	P
USGS	01571500	2021-01-03 09:00	EST	1.76	P	331	P
USGS	01571500	2021-01-03 09:15	EST	1.77	P	334	P
USGS	01571500	2021-01-03 09:30	EST	1.77	P	334	P
USGS	01571500	2021-01-03 09:45	EST	1.77	P	334	P
USGS	01571500	2021-01-03 10:00	EST	1.76	P	331	P
USGS	01571500	2021-01-03 10:15	EST	1.77	P	334	P
USGS	01571500	2021-01-03 10:30	EST	1.76	P	331	P
USGS	01571500	2021-01-03 10:45	EST	1.77	P	334	P
USGS	01571500	2021-01-03 11:00	EST	1.76	P	331	P
USGS	01571500	2021-01-03 11:15	EST	1.76	P	331	P
USGS	01571500	2021-01-03 11:30	EST	1.76	P	331	P
USGS	01571500	2021-01-03 11:45	EST	1.75	P	328	P
USGS	01571500	2021-01-03 12:00	EST	1.75	P	328	P
USGS	01571500	2021-01-03 12:15	EST	1.75	P	328	P
USGS	01571500	2021-01-03 12:30	EST	1.75	P	328	P
USGS	01571500	2021-01-03 12:45	EST	1.75	P	328	P
USGS	01571500	2021-01-03 13:00	EST	1.75	P	328	P
USGS	01571500	2021-01-03 13:15	EST	1.74	P	325	P
USGS	01571500	2021-01-03 13:30	EST	1.75	P	328	P
USGS	01571500	2021-01-03 13:45	EST	1.75	P	328	P
USGS	01571500	2021-01-03 14:00	EST	1.76	P	331	P
USGS	01571500	2021-01-03 14:15	EST	1.76	P	331	P
USGS	01571500	2021-01-03 14:30	EST	1.76	P	331	P
USGS	01571500	2021-01-03 14:45	EST	1.76	P	331	P
USGS	01571500	2021-01-03 15:00	EST	1.77	P	334	P
USGS	01571500	2021-01-03 15:15	EST	1.78	P	337	P
USGS	01571500	2021-01-03 15:30	EST	1.78	P	337	P
USGS	01571500	2021-01-03 15:45	EST	1.78	P	337	P
USGS	01571500	2021-01-03 16:00	EST	1.79	P	339	P
USGS	01571500	2021-01-03 16:15	EST	1.80	P	342	P
USGS	01571500	2021-01-03 16:30	EST	1.80	P	342	P
USGS	01571500	2021-01-03 16:45	EST	1.80	P	342	P
USGS	01571500	2021-01-03 17:00	EST	1.79	P	339	P
USGS	01571500	2021-01-03 17:15	EST	1.79	P	339	P
USGS	01571500	2021-01-03 17:30	EST	1.79	P	339	P
USGS	01571500	2021-01-03 17:45	EST	1.79	P	339	P
USGS	01571500	2021-01-03 18:00	EST	1.78	P	337	P
USGS	01571500	2021-01-03 18:15	EST	1.78	P	337	P
USGS	01571500	2021-01-03 18:30	EST	1.78	P	337	P
USGS	01571500	2021-01-03 18:45	EST	1.79	P	339	P
USGS	01571500	2021-01-03 19:00	EST	1.79	P	339	P
USGS	01571500	2021-01-03 19:15	EST	1.79	P	339	P
USGS	01571500	2021-01-03 19:30	EST	1.81	P	345	P
USGS	01571500	2021-01-03 19:45	EST	1.81	P	345	P
USGS	01571500	2021-01-03 20:00	EST	1.82	P	348	P
USGS	01571500	2021-01-03 20:15	EST	1.83	P	351	P
USGS	01571500	2021-01-03 20:30	EST	1.83	P	351	P
USGS	01571500	2021-01-03 20:45	EST	1.84	P	354	P
USGS	01571500	2021-01-03 21:00	EST	1.84	P	354	P
USGS	01571500	2021-01-03 21:15	EST	1.86	P	360	P
USGS	01571500	2021-01-03 21:30	EST	1.86	P	360	P
USGS	01571500	2021-01-03 21:45	EST	1.85	P	357	P
USGS	01571500	2021-01-03 22:00	EST	1.87	P	363	P
USGS	01571500	2021-01-03 22:15	EST	1.87	P	363	P
USGS	01571500	2021-01-03 22:30	EST	1.88	P	366	P
USGS	01571500	2021-01-03 22:45	EST	1.88	P	366	P
USGS	01571500	2021-01-03 23:00	EST	1.88	P	366	P
USGS	01571500	2021-01-03 23:15	EST	1.89	P	369	P
USGS	01571500	2021-01-03 23:30	EST	1.90	P	372	P
USGS	01571500	2021-01-03 23:45	EST	1.91	P	375	P
USGS	01571500	2021-01-04 00:00	EST	1.92	P	378	P
USGS	01571500	2021-01-04 00:15	EST	1.93	P	381	P
USGS	01571500	2021-01-04 00:30	EST	1.93	P	381	P
USGS	01571500	2021-01-04 00:45	EST	1.94	P	384	P
USGS	01571500	2021-01-04 01:00	EST	1.95	P	387	P
USGS	01571500	2021-01-04 01:15	EST	1.95	P	387	P
USGS	01571500	2021-01-04 01:30	EST	1.96	P	390	P
USGS	01571500	2021-01-04 01:45	EST	1.95	P	387	P
USGS	01571500	2021-01-04 02:00	EST	1.96	P	390	P
USGS	01571500	2021-01-04 02:15	EST	1.95	P	387	P
USGS	01571500	2021-01-04 02:30	EST	1.95	P	387	P
USGS	01571500	2021-01-04 02:45	EST	1.94	P	384	P
USGS	01571500	2021-01-04 03:00	EST	1.94	P	384	P
USGS	01571500	2021-01-04 03:15	EST	1.94	P	384	P
USGS	01571500	2021-01-04 03:30	EST	1.93	P	381	P
USGS	01571500	2021-01-04 03:45	EST	1.92	P	378	P
USGS	01571500	2021-01-04 04:00	EST	1.91	P	375	P
USGS	01571500	2021-01-04 04:15	EST	1.92	P	378	P
USGS	01571500	2021-01-04 04:30	EST	1.91	P	375	P
USGS	01571500	2021-01-04 04:45	EST	1.90	P	372	P
USGS	01571500	2021-01-04 05:00	EST	1.89	P	369	P
USGS	01571500	2021-01-04 05:15	EST	1.89	P	369	P
USGS	01571500	2021-01-04 05:30	EST	1.88	P	366	P
USGS	01571500	2021-01-04 05:45	EST	1.88	P	366	P
USGS	01571500	2021-01-04 06:00	EST	1.87	P	363	P
USGS	01571500	2021-01-04 06:15	EST	1.87	P	363	P
USGS	01571500	2021-01-04 06:30	EST	1.86	P	360	P
USGS	01571500	2021-01-04 06:45	EST	1.86	P	360	P
USGS	01571500	2021-01-04 07:00	EST	1.86	P	360	P
USGS	01571500	2021-01-04 07:15	EST	1.85	P	357	P
USGS	01571500	2021-01-04 07:30	EST	1.85	P	357	P
USGS	01571500	2021-01-04 07:45	EST	1.84	P	354	P
USGS	01571500	2021-01-04 08:00	EST	1.84	P	354	P
USGS	01571500	2021-01-04 08:15	EST	1.83	P	351	P
USGS	01571500	2021-01-04 08:30	EST	1.83	P	351	P
USGS	01571500	2021-01-04 08:45	EST	1.83	P	351	P
USGS	01571500	2021-01-04 09:00	EST	1.82	P	348	P
USGS	01571500	2021-01-04 09:15	EST	1.82	P	348	P
USGS	01571500	2021-01-04 09:30	EST	1.81	P	345	P
USGS	01571500	2021-01-04 09:45	EST	1.81	P	345	P
USGS	01571500	2021-01-04 10:00	EST	1.81	P	345	P
USGS	01571500	2021-01-04 10:15	EST	1.81	P	345	P
USGS	01571500	2021-01-04 10:30	EST	1.80	P	342	P
USGS	01571500	2021-01-04 10:45	EST	1.80	P	342	P
USGS	01571500	2021-01-04 11:00	EST	1.80	P	342	P
USGS	01571500	2021-01-04 11:15	EST	1.79	P	339	P
USGS	01571500	2021-01-04 11:30	EST	1.79	P	339	P
USGS	01571500	2021-01-04 11:45	EST	1.79	P	339	P
USGS	01571500	2021-01-04 12:00	EST	1.78	P	337	P
USGS	01571500	2021-01-04 12:15	EST	1.78	P	337	P
USGS	01571500	2021-01-04 12:30	EST	1.78	P	337	P
USGS	01571500	2021-01-04 12:45	EST	1.78	P	337	P
USGS	01571500	2021-01-04 13:00	EST	1.77	P	334	P
USGS	01571500	2021-01-04 13:15	EST	1.77	P	334	P
USGS	01571500	2021-01-04 13:30	EST	1.77	P	334	P
USGS	01571500	2021-01-04 13:45	EST	1.77	P	334	P
USGS	01571500	2021-01-04 14:00	EST	1.76	P	331	P
USGS	01571500	2021-01-04 14:15	EST	1.75	P	328	P
USGS	01571500	2021-01-04 14:30	EST	1.76	P	331	P
USGS	01571500	2021-01-04 14:45	EST	1.75	P	328	P
USGS	01571500	2021-01-04 15:00	EST	1.75	P	328	P
USGS	01571500	2021-01-04 15:15	EST	1.75	P	328	P
USGS	01571500	2021-01-04 15:30	EST	1.75	P	328	P
USGS	01571500	2021-01-04 15:45	EST	1.75	P	328	P
USGS	01571500	2021-01-04 16:00	EST	1.74	P	325	P
USGS	01571500	2021-01-04 16:15	EST	1.74	P	325	P
USGS	01571500	2021-01-04 16:30	EST	1.74	P	325	P
USGS	01571500	2021-01-04 16:45	EST	1.73	P	322	P
USGS	01571500	2021-01-04 17:00	EST	1.74	P	325	P
USGS	01571500	2021-01-04 17:15	EST	1.73	P	322	P
USGS	01571500	2021-01-04 17:30	EST	1.73	P	322	P
USGS	01571500	2021-01-04 17:45	EST	1.72	P	319	P
USGS	01571500	2021-01-04 18:00	EST	1.72	P	319	P
USGS	01571500	2021-01-04 18:15	EST	1.72	P	319	P
USGS	01571500	2021-01-04 18:30	EST	1.72	P	319	P
USGS	01571500	2021-01-04 18:45	EST	1.72	P	319	P
USGS	01571500	2021-01-04 19:00	EST	1.71	P	317	P
USGS	01571500	2021-01-04 19:15	EST	1.71	P	317	P
USGS	01571500	2021-01-04 19:30	EST	1.71	P	317	P
USGS	01571500	2021-01-04 19:45	EST	1.72	P	319	P
USGS	01571500	2021-01-04 20:00	EST	1.71	P	317	P
USGS	01571500	2021-01-04 20:15	EST	1.71	P	317	P
USGS	01571500	2021-01-04 20:30	EST	1.71	P	317	P
USGS	01571500	2021-01-04 20:45	EST	1.70	P	314	P
USGS	01571500	2021-01-04 21:00	EST	1.70	P	314	P
USGS	01571500	2021-01-04 21:15	EST	1.70	P	314	P
USGS	01571500	2021-01-04 21:30	EST	1.70	P	314	P
USGS	01571500	2021-01-04 21:45	EST	1.70	P	314	P
USGS	01571500	2021-01-04 22:00	EST	1.69	P	311	P
USGS	01571500	2021-01-04 22:15	EST	1.69	P	311	P
USGS	01571500	2021-01-04 22:30	EST	1.69	P	311	P
USGS	01571500	2021-01-04 22:45	EST	1.69	P	311	P
USGS	01571500	2021-01-04 23:00	EST	1.68	P	308	P
USGS	01571500	2021-01-04 23:15	EST	1.68	P	308	P
USGS	01571500	2021-01-04 23:30	EST	1.68	P	308	P
USGS	01571500	2021-01-04 23:45	EST	1.68	P	308	P
USGS	01571500	2021-01-05 00:00	EST	1.68	P	308	P
USGS	01571500	2021-01-05 00:15	EST	1.68	P	308	P
USGS	01571500	2021-01-05 00:30	EST	1.67	P	306	P
USGS	01571500	2021-01-05 00:45	EST	1.67	P	306	P
USGS	01571500	2021-01-05 01:00	EST	1.67	P	306	P
USGS	01571500	2021-01-05 01:15	EST	1.67	P	306	P
USGS	01571500	2021-01-05 01:30	EST	1.67	P	306	P
USGS	01571500	2021-01-05 01:45	EST	1.67	P	306	P
USGS	01571500	2021-01-05 02:00	EST	1.67	P	306	P
USGS	01571500	2021-01-05 02:15	EST	1.66	P	303	P
USGS	01571500	2021-01-05 02:30	EST	1.66	P	303	P
USGS	01571500	2021-01-05 02:45	EST	1.66	P	303	P
USGS	01571500	2021-01-05 03:00	EST	1.65	P	300	P
USGS	01571500	2021-01-05 03:15	EST	1.65	P	300	P
USGS	01571500	2021-01-05 03:30	EST	1.65	P	300	P
USGS	01571500	2021-01-05 03:45	EST	1.65	P	300	P
USGS	01571500	2021-01-05 04:00	EST	1.65	P	300	P
USGS	01571500	2021-01-05 04:15	EST	1.64	P	297	P
USGS	01571500	2021-01-05 04:30	EST	1.65	P	300	P
USGS	01571500	2021-01-05 04:45	EST	1.64	P	297	P
