# ---------------------------------- WARNING ----------------------------------------,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,
# for any damages resulting from its use.,,,,,,,
#,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,
#,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,
#,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,
# retrieved: 2021-01-19 09:30:57 EST       (vaww01),,,,,,,
#,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,
"#    USGS 01571500 Yellow Breeches Creek near Camp Hill, PA",,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,
#,,,,,,,
# Data provided for site 01571500,,,,,,,
#            TS   parameter     Description,,,,,,,
"#        122083       00065     Gage height, feet",,,,,,,
"#        122084       00060     Discharge, cubic feet per second",,,,,,,
#,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,
# ,,,,,,,
agency_cd,site_no,datetime,tz_cd,122083_00065,122083_00065_cd,122084_00060,122084_00060_cd
USGS,1571500,1/2/21 1:15,EST,1.68,P,308,P
USGS,1571500,1/2/21 1:30,EST,1.69,P,311,P
USGS,1571500,1/2/21 1:45,EST,1.71,P,317,P
USGS,1571500,1/2/21 2:00,EST,1.73,P,322,P
USGS,1571500,1/2/21 2:15,EST,1.75,P,328,P
USGS,1571500,1/2/21 2:30,EST,1.77,P,334,P
USGS,1571500,1/2/21 2:45,EST,1.78,P,337,P
USGS,1571500,1/2/21 3:00,EST,1.8,P,342,P
USGS,1571500,1/2/21 3:15,EST,1.82,P,348,P
USGS,1571500,1/2/21 3:30,EST,1.84,P,354,P
USGS,1571500,1/2/21 3:45,EST,1.86,P,360,P
USGS,1571500,1/2/21 4:00,EST,1.88,P,366,P
USGS,1571500,1/2/21 4:15,EST,1.9,P,372,P
USGS,1571500,1/2/21 4:30,EST,1.91,P,375,P
USGS,1571500,1/2/21 4:45,EST,1.93,P,381,P
USGS,1571500,1/2/21 5:00,EST,1.94,P,384,P
USGS,1571500,1/2/21 5:15,EST,1.96,P,390,P
USGS,1571500,1/2/21 5:30,EST,1.96,P,390,P
USGS,1571500,1/2/21 5:45,EST,1.97,P,393,P
USGS,1571500,1/2/21 6:00,EST,1.98,P,396,P
USGS,1571500,1/2/21 6:15,EST,1.97,P,393,P
USGS,1571500,1/2/21 6:30,EST,1.96,P,390,P
USGS,1571500,1/2/21 6:45,EST,1.97,P,393,P
USGS,1571500,1/2/21 7:00,EST,1.97,P,393,P
USGS,1571500,1/2/21 7:15,EST,1.95,P,387,P
USGS,1571500,1/2/21 7:30,EST,1.94,P,384,P
USGS,1571500,1/2/21 7:45,EST,1.94,P,384,P
USGS,1571500,1/2/21 8:00,EST,1.93,P,381,P
USGS,1571500,1/2/21 8:15,EST,1.92,P,378,P
USGS,1571500,1/2/21 8:30,EST,1.92,P,378,P
USGS,1571500,1/2/21 8:45,EST,1.9,P,372,P
USGS,1571500,1/2/21 9:00,EST,1.89,P,369,P
USGS,1571500,1/2/21 9:15,EST,1.89,P,369,P
USGS,1571500,1/2/21 9:30,EST,1.89,P,369,P
USGS,1571500,1/2/21 9:45,EST,1.88,P,366,P
USGS,1571500,1/2/21 10:00,EST,1.87,P,363,P
USGS,1571500,1/2/21 10:15,EST,1.87,P,363,P
USGS,1571500,1/2/21 10:30,EST,1.87,P,363,P
USGS,1571500,1/2/21 10:45,EST,1.86,P,360,P
USGS,1571500,1/2/21 11:00,EST,1.86,P,360,P
USGS,1571500,1/2/21 11:15,EST,1.85,P,357,P
USGS,1571500,1/2/21 11:30,EST,1.86,P,360,P
USGS,1571500,1/2/21 11:45,EST,1.85,P,357,P
USGS,1571500,1/2/21 12:00,EST,1.85,P,357,P
USGS,1571500,1/2/21 12:15,EST,1.85,P,357,P
USGS,1571500,1/2/21 12:30,EST,1.85,P,357,P
USGS,1571500,1/2/21 12:45,EST,1.84,P,354,P
USGS,1571500,1/2/21 13:00,EST,1.84,P,354,P
USGS,1571500,1/2/21 13:15,EST,1.85,P,357,P
USGS,1571500,1/2/21 13:30,EST,1.85,P,357,P
USGS,1571500,1/2/21 13:45,EST,1.84,P,354,P
USGS,1571500,1/2/21 14:00,EST,1.85,P,357,P
USGS,1571500,1/2/21 14:15,EST,1.83,P,351,P
USGS,1571500,1/2/21 14:30,EST,1.84,P,354,P
USGS,1571500,1/2/21 14:45,EST,1.84,P,354,P
USGS,1571500,1/2/21 15:00,EST,1.85,P,357,P
USGS,1571500,1/2/21 15:15,EST,1.84,P,354,P
USGS,1571500,1/2/21 15:30,EST,1.83,P,351,P
USGS,1571500,1/2/21 15:45,EST,1.83,P,351,P
USGS,1571500,1/2/21 16:00,EST,1.83,P,351,P
USGS,1571500,1/2/21 16:15,EST,1.83,P,351,P
USGS,1571500,1/2/21 16:30,EST,1.82,P,348,P
USGS,1571500,1/2/21 16:45,EST,1.82,P,348,P
USGS,1571500,1/2/21 17:00,EST,1.82,P,348,P
USGS,1571500,1/2/21 17:15,EST,1.82,P,348,P
USGS,1571500,1/2/21 17:30,EST,1.81,P,345,P
USGS,1571500,1/2/21 17:45,EST,1.81,P,345,P
USGS,1571500,1/2/21 18:00,EST,1.81,P,345,P
USGS,1571500,1/2/21 18:15,EST,1.81,P,345,P
USGS,1571500,1/2/21 18:30,EST,1.8,P,342,P
USGS,1571500,1/2/21 18:45,EST,1.8,P,342,P
USGS,1571500,1/2/21 19:00,EST,1.81,P,345,P
USGS,1571500,1/2/21 19:15,EST,1.81,P,345,P
USGS,1571500,1/2/21 19:30,EST,1.8,P,342,P
USGS,1571500,1/2/21 19:45,EST,1.8,P,342,P
USGS,1571500,1/2/21 20:00,EST,1.8,P,342,P
USGS,1571500,1/2/21 20:15,EST,1.8,P,342,P
USGS,1571500,1/2/21 20:30,EST,1.79,P,339,P
USGS,1571500,1/2/21 20:45,EST,1.79,P,339,P
USGS,1571500,1/2/21 21:00,EST,1.79,P,339,P
USGS,1571500,1/2/21 21:15,EST,1.79,P,339,P
USGS,1571500,1/2/21 21:30,EST,1.79,P,339,P
USGS,1571500,1/2/21 21:45,EST,1.78,P,337,P
USGS,1571500,1/2/21 22:00,EST,1.79,P,339,P
USGS,1571500,1/2/21 22:15,EST,1.78,P,337,P
USGS,1571500,1/2/21 22:30,EST,1.78,P,337,P
USGS,1571500,1/2/21 22:45,EST,1.78,P,337,P
USGS,1571500,1/2/21 23:00,EST,1.78,P,337,P
USGS,1571500,1/2/21 23:15,EST,1.78,P,337,P
USGS,1571500,1/2/21 23:30,EST,1.77,P,334,P
USGS,1571500,1/2/21 23:45,EST,1.77,P,334,P
USGS,1571500,1/3/21 0:00,EST,1.77,P,334,P
USGS,1571500,1/3/21 0:15,EST,1.76,P,331,P
USGS,1571500,1/3/21 0:30,EST,1.76,P,331,P
USGS,1571500,1/3/21 0:45,EST,1.75,P,328,P
USGS,1571500,1/3/21 1:00,EST,1.75,P,328,P
USGS,1571500,1/3/21 1:15,EST,1.75,P,328,P
USGS,1571500,1/3/21 1:30,EST,1.75,P,328,P
USGS,1571500,1/3/21 1:45,EST,1.75,P,328,P
USGS,1571500,1/3/21 2:00,EST,1.75,P,328,P
USGS,1571500,1/3/21 2:15,EST,1.74,P,325,P
USGS,1571500,1/3/21 2:30,EST,1.74,P,325,P
USGS,1571500,1/3/21 2:45,EST,1.73,P,322,P
USGS,1571500,1/3/21 3:00,EST,1.73,P,322,P
USGS,1571500,1/3/21 3:15,EST,1.73,P,322,P
USGS,1571500,1/3/21 3:30,EST,1.73,P,322,P
USGS,1571500,1/3/21 3:45,EST,1.72,P,319,P
USGS,1571500,1/3/21 4:00,EST,1.73,P,322,P
USGS,1571500,1/3/21 4:15,EST,1.73,P,322,P
USGS,1571500,1/3/21 4:30,EST,1.72,P,319,P
USGS,1571500,1/3/21 4:45,EST,1.72,P,319,P
USGS,1571500,1/3/21 5:00,EST,1.72,P,319,P
USGS,1571500,1/3/21 5:15,EST,1.72,P,319,P
USGS,1571500,1/3/21 5:30,EST,1.73,P,322,P
USGS,1571500,1/3/21 5:45,EST,1.72,P,319,P
USGS,1571500,1/3/21 6:00,EST,1.73,P,322,P
USGS,1571500,1/3/21 6:15,EST,1.73,P,322,P
USGS,1571500,1/3/21 6:30,EST,1.73,P,322,P
USGS,1571500,1/3/21 6:45,EST,1.74,P,325,P
USGS,1571500,1/3/21 7:00,EST,1.74,P,325,P
USGS,1571500,1/3/21 7:15,EST,1.75,P,328,P
USGS,1571500,1/3/21 7:30,EST,1.75,P,328,P
USGS,1571500,1/3/21 7:45,EST,1.76,P,331,P
USGS,1571500,1/3/21 8:00,EST,1.75,P,328,P
USGS,1571500,1/3/21 8:15,EST,1.76,P,331,P
USGS,1571500,1/3/21 8:30,EST,1.76,P,331,P
USGS,1571500,1/3/21 8:45,EST,1.77,P,334,P
USGS,1571500,1/3/21 9:00,EST,1.76,P,331,P
USGS,1571500,1/3/21 9:15,EST,1.77,P,334,P
USGS,1571500,1/3/21 9:30,EST,1.77,P,334,P
USGS,1571500,1/3/21 9:45,EST,1.77,P,334,P
USGS,1571500,1/3/21 10:00,EST,1.76,P,331,P
USGS,1571500,1/3/21 10:15,EST,1.77,P,334,P
USGS,1571500,1/3/21 10:30,EST,1.76,P,331,P
USGS,1571500,1/3/21 10:45,EST,1.77,P,334,P
USGS,1571500,1/3/21 11:00,EST,1.76,P,331,P
USGS,1571500,1/3/21 11:15,EST,1.76,P,331,P
USGS,1571500,1/3/21 11:30,EST,1.76,P,331,P
USGS,1571500,1/3/21 11:45,EST,1.75,P,328,P
USGS,1571500,1/3/21 12:00,EST,1.75,P,328,P
USGS,1571500,1/3/21 12:15,EST,1.75,P,328,P
USGS,1571500,1/3/21 12:30,EST,1.75,P,328,P
USGS,1571500,1/3/21 12:45,EST,1.75,P,328,P
USGS,1571500,1/3/21 13:00,EST,1.75,P,328,P
USGS,1571500,1/3/21 13:15,EST,1.74,P,325,P
USGS,1571500,1/3/21 13:30,EST,1.75,P,328,P
USGS,1571500,1/3/21 13:45,EST,1.75,P,328,P
USGS,1571500,1/3/21 14:00,EST,1.76,P,331,P
USGS,1571500,1/3/21 14:15,EST,1.76,P,331,P
USGS,1571500,1/3/21 14:30,EST,1.76,P,331,P
USGS,1571500,1/3/21 14:45,EST,1.76,P,331,P
USGS,1571500,1/3/21 15:00,EST,1.77,P,334,P
USGS,1571500,1/3/21 15:15,EST,1.78,P,337,P
USGS,1571500,1/3/21 15:30,EST,1.78,P,337,P
USGS,1571500,1/3/21 15:45,EST,1.78,P,337,P
USGS,1571500,1/3/21 16:00,EST,1.79,P,339,P
USGS,1571500,1/3/21 16:15,EST,1.8,P,342,P
USGS,1571500,1/3/21 16:30,EST,1.8,P,342,P
USGS,1571500,1/3/21 16:45,EST,1.8,P,342,P
USGS,1571500,1/3/21 17:00,EST,1.79,P,339,P
USGS,1571500,1/3/21 17:15,EST,1.79,P,339,P
USGS,1571500,1/3/21 17:30,EST,1.79,P,339,P
USGS,1571500,1/3/21 17:45,EST,1.79,P,339,P
USGS,1571500,1/3/21 18:00,EST,1.78,P,337,P
USGS,1571500,1/3/21 18:15,EST,1.78,P,337,P
USGS,1571500,1/3/21 18:30,EST,1.78,P,337,P
USGS,1571500,1/3/21 18:45,EST,1.79,P,339,P
USGS,1571500,1/3/21 19:00,EST,1.79,P,339,P
USGS,1571500,1/3/21 19:15,EST,1.79,P,339,P
USGS,1571500,1/3/21 19:30,EST,1.81,P,345,P
USGS,1571500,1/3/21 19:45,EST,1.81,P,345,P
USGS,1571500,1/3/21 20:00,EST,1.82,P,348,P
USGS,1571500,1/3/21 20:15,EST,1.83,P,351,P
USGS,1571500,1/3/21 20:30,EST,1.83,P,351,P
USGS,1571500,1/3/21 20:45,EST,1.84,P,354,P
USGS,1571500,1/3/21 21:00,EST,1.84,P,354,P
USGS,1571500,1/3/21 21:15,EST,1.86,P,360,P
USGS,1571500,1/3/21 21:30,EST,1.86,P,360,P
USGS,1571500,1/3/21 21:45,EST,1.85,P,357,P
USGS,1571500,1/3/21 22:00,EST,1.87,P,363,P
USGS,1571500,1/3/21 22:15,EST,1.87,P,363,P
USGS,1571500,1/3/21 22:30,EST,1.88,P,366,P
USGS,1571500,1/3/21 22:45,EST,1.88,P,366,P
USGS,1571500,1/3/21 23:00,EST,1.88,P,366,P
USGS,1571500,1/3/21 23:15,EST,1.89,P,369,P
USGS,1571500,1/3/21 23:30,EST,1.9,P,372,P
USGS,1571500,1/3/21 23:45,EST,1.91,P,375,P
USGS,1571500,1/4/21 0:00,EST,1.92,P,378,P
USGS,1571500,1/4/21 0:15,EST,1.93,P,381,P
USGS,1571500,1/4/21 0:30,EST,1.93,P,381,P
USGS,1571500,1/4/21 0:45,EST,1.94,P,384,P
USGS,1571500,1/4/21 1:00,EST,1.95,P,387,P
USGS,1571500,1/4/21 1:15,EST,1.95,P,387,P
USGS,1571500,1/4/21 1:30,EST,1.96,P,390,P
USGS,1571500,1/4/21 1:45,EST,1.95,P,387,P
USGS,1571500,1/4/21 2:00,EST,1.96,P,390,P
USGS,1571500,1/4/21 2:15,EST,1.95,P,387,P
USGS,1571500,1/4/21 2:30,EST,1.95,P,387,P
USGS,1571500,1/4/21 2:45,EST,1.94,P,384,P
USGS,1571500,1/4/21 3:00,EST,1.94,P,384,P
USGS,1571500,1/4/21 3:15,EST,1.94,P,384,P
USGS,1571500,1/4/21 3:30,EST,1.93,P,381,P
USGS,1571500,1/4/21 3:45,EST,1.92,P,378,P
USGS,1571500,1/4/21 4:00,EST,1.91,P,375,P
USGS,1571500,1/4/21 4:15,EST,1.92,P,378,P
USGS,1571500,1/4/21 4:30,EST,1.91,P,375,P
USGS,1571500,1/4/21 4:45,EST,1.9,P,372,P
USGS,1571500,1/4/21 5:00,EST,1.89,P,369,P
USGS,1571500,1/4/21 5:15,EST,1.89,P,369,P
USGS,1571500,1/4/21 5:30,EST,1.88,P,366,P
USGS,1571500,1/4/21 5:45,EST,1.88,P,366,P
USGS,1571500,1/4/21 6:00,EST,1.87,P,363,P
USGS,1571500,1/4/21 6:15,EST,1.87,P,363,P
USGS,1571500,1/4/21 6:30,EST,1.86,P,360,P
USGS,1571500,1/4/21 6:45,EST,1.86,P,360,P
USGS,1571500,1/4/21 7:00,EST,1.86,P,360,P
USGS,1571500,1/4/21 7:15,EST,1.85,P,357,P
USGS,1571500,1/4/21 7:30,EST,1.85,P,357,P
USGS,1571500,1/4/21 7:45,EST,1.84,P,354,P
USGS,1571500,1/4/21 8:00,EST,1.84,P,354,P
USGS,1571500,1/4/21 8:15,EST,1.83,P,351,P
USGS,1571500,1/4/21 8:30,EST,1.83,P,351,P
USGS,1571500,1/4/21 8:45,EST,1.83,P,351,P
USGS,1571500,1/4/21 9:00,EST,1.82,P,348,P
USGS,1571500,1/4/21 9:15,EST,1.82,P,348,P
USGS,1571500,1/4/21 9:30,EST,1.81,P,345,P
USGS,1571500,1/4/21 9:45,EST,1.81,P,345,P
USGS,1571500,1/4/21 10:00,EST,1.81,P,345,P
USGS,1571500,1/4/21 10:15,EST,1.81,P,345,P
USGS,1571500,1/4/21 10:30,EST,1.8,P,342,P
USGS,1571500,1/4/21 10:45,EST,1.8,P,342,P
USGS,1571500,1/4/21 11:00,EST,1.8,P,342,P
USGS,1571500,1/4/21 11:15,EST,1.79,P,339,P
USGS,1571500,1/4/21 11:30,EST,1.79,P,339,P
USGS,1571500,1/4/21 11:45,EST,1.79,P,339,P
USGS,1571500,1/4/21 12:00,EST,1.78,P,337,P
USGS,1571500,1/4/21 12:15,EST,1.78,P,337,P
USGS,1571500,1/4/21 12:30,EST,1.78,P,337,P
USGS,1571500,1/4/21 12:45,EST,1.78,P,337,P
USGS,1571500,1/4/21 13:00,EST,1.77,P,334,P
USGS,1571500,1/4/21 13:15,EST,1.77,P,334,P
USGS,1571500,1/4/21 13:30,EST,1.77,P,334,P
USGS,1571500,1/4/21 13:45,EST,1.77,P,334,P
USGS,1571500,1/4/21 14:00,EST,1.76,P,331,P
USGS,1571500,1/4/21 14:15,EST,1.75,P,328,P
USGS,1571500,1/4/21 14:30,EST,1.76,P,331,P
USGS,1571500,1/4/21 14:45,EST,1.75,P,328,P
USGS,1571500,1/4/21 15:00,EST,1.75,P,328,P
USGS,1571500,1/4/21 15:15,EST,1.75,P,328,P
USGS,1571500,1/4/21 15:30,EST,1.75,P,328,P
USGS,1571500,1/4/21 15:45,EST,1.75,P,328,P
USGS,1571500,1/4/21 16:00,EST,1.74,P,325,P
USGS,1571500,1/4/21 16:15,EST,1.74,P,325,P
USGS,1571500,1/4/21 16:30,EST,1.74,P,325,P
USGS,1571500,1/4/21 16:45,EST,1.73,P,322,P
USGS,1571500,1/4/21 17:00,EST,1.74,P,325,P
USGS,1571500,1/4/21 17:15,EST,1.73,P,322,P
USGS,1571500,1/4/21 17:30,EST,1.73,P,322,P
USGS,1571500,1/4/21 17:45,EST,1.72,P,319,P
USGS,1571500,1/4/21 18:00,EST,1.72,P,319,P
USGS,1571500,1/4/21 18:15,EST,1.72,P,319,P
USGS,1571500,1/4/21 18:30,EST,1.72,P,319,P
USGS,1571500,1/4/21 18:45,EST,1.72,P,319,P
USGS,1571500,1/4/21 19:00,EST,1.71,P,317,P
USGS,1571500,1/4/21 19:15,EST,1.71,P,317,P
USGS,1571500,1/4/21 19:30,EST,1.71,P,317,P
USGS,1571500,1/4/21 19:45,EST,1.72,P,319,P
USGS,1571500,1/4/21 20:00,EST,1.71,P,317,P
USGS,1571500,1/4/21 20:15,EST,1.71,P,317,P
USGS,1571500,1/4/21 20:30,EST,1.71,P,317,P
USGS,1571500,1/4/21 20:45,EST,1.7,P,314,P
USGS,1571500,1/4/21 21:00,EST,1.7,P,314,P
USGS,1571500,1/4/21 21:15,EST,1.7,P,314,P
USGS,1571500,1/4/21 21:30,EST,1.7,P,314,P
USGS,1571500,1/4/21 21:45,EST,1.7,P,314,P
USGS,1571500,1/4/21 22:00,EST,1.69,P,311,P
USGS,1571500,1/4/21 22:15,EST,1.69,P,311,P
USGS,1571500,1/4/21 22:30,EST,1.69,P,311,P
USGS,1571500,1/4/21 22:45,EST,1.69,P,311,P
USGS,1571500,1/4/21 23:00,EST,1.68,P,308,P
USGS,1571500,1/4/21 23:15,EST,1.68,P,308,P
USGS,1571500,1/4/21 23:30,EST,1.68,P,308,P
USGS,1571500,1/4/21 23:45,EST,1.68,P,308,P
USGS,1571500,1/5/21 0:00,EST,1.68,P,308,P
USGS,1571500,1/5/21 0:15,EST,1.68,P,308,P
USGS,1571500,1/5/21 0:30,EST,1.67,P,306,P
USGS,1571500,1/5/21 0:45,EST,1.67,P,306,P
USGS,1571500,1/5/21 1:00,EST,1.67,P,306,P
USGS,1571500,1/5/21 1:15,EST,1.67,P,306,P
USGS,1571500,1/5/21 1:30,EST,1.67,P,306,P
USGS,1571500,1/5/21 1:45,EST,1.67,P,306,P
USGS,1571500,1/5/21 2:00,EST,1.67,P,306,P
USGS,1571500,1/5/21 2:15,EST,1.66,P,303,P
USGS,1571500,1/5/21 2:30,EST,1.66,P,303,P
USGS,1571500,1/5/21 2:45,EST,1.66,P,303,P
USGS,1571500,1/5/21 3:00,EST,1.65,P,300,P
USGS,1571500,1/5/21 3:15,EST,1.65,P,300,P
USGS,1571500,1/5/21 3:30,EST,1.65,P,300,P
USGS,1571500,1/5/21 3:45,EST,1.65,P,300,P
USGS,1571500,1/5/21 4:00,EST,1.65,P,300,P
USGS,1571500,1/5/21 4:15,EST,1.64,P,297,P
USGS,1571500,1/5/21 4:30,EST,1.65,P,300,P
USGS,1571500,1/5/21 4:45,EST,1.64,P,297,P
USGS,1571500,1/5/21 5:00,EST,1.65,P,300,P
USGS,1571500,1/5/21 5:15,EST,1.64,P,297,P
USGS,1571500,1/5/21 5:30,EST,1.64,P,297,P
USGS,1571500,1/5/21 5:45,EST,1.64,P,297,P
USGS,1571500,1/5/21 6:00,EST,1.64,P,297,P
